Date,SPX241220C00200000,SPX241220C00400000,SPX241220C00500000,SPX241220C00600000,SPX241220C00800000,SPX241220C01000000,SPX241220C01400000,SPX241220C01600000,SPX241220C01800000,SPX241220C02000000,SPX241220C02200000,SPX241220C02400000,SPX241220C02600000,SPX241220C02800000,SPX241220C03000000,SPX241220C03100000,SPX241220C03200000,SPX241220C03300000,SPX241220C03400000,SPX241220C03500000,SPX241220C03550000,SPX241220C03600000,SPX241220C03700000,SPX241220C03800000,SPX241220C03825000,SPX241220C03900000,SPX241220C04000000,SPX241220C04025000,SPX241220C04050000,SPX241220C04100000,SPX241220C04150000,SPX241220C04200000,SPX241220C04300000,SPX241220C04350000,SPX241220C04400000,SPX241220C04500000,SPX241220C04550000,SPX241220C04600000,SPX241220C04625000,SPX241220C04650000,SPX241220C04700000,SPX241220C04725000,SPX241220C04750000,SPX241220C04775000,SPX241220C04800000,SPX241220C04825000,SPX241220C04850000,SPX241220C04875000,SPX241220C04900000,SPX241220C04925000,SPX241220C04950000,SPX241220C04975000,SPX241220C05000000,SPX241220C05025000,SPX241220C05050000,SPX241220C05075000,SPX241220C05100000,SPX241220C05125000,SPX241220C05150000,SPX241220C05175000,SPX241220C05200000,SPX241220C05225000,SPX241220C05250000,SPX241220C05275000,SPX241220C05300000,SPX241220C05325000,SPX241220C05350000,SPX241220C05375000,SPX241220C05400000,SPX241220C05425000,SPX241220C05450000,SPX241220C05475000,SPX241220C05500000,SPX241220C05525000,SPX241220C05550000,SPX241220C05575000,SPX241220C05600000,SPX241220C05625000,SPX241220C05650000,SPX241220C05675000,SPX241220C05700000,SPX241220C05725000,SPX241220C05750000,SPX241220C05775000,SPX241220C05800000,SPX241220C05825000,SPX241220C05850000,SPX241220C05875000,SPX241220C05900000,SPX241220C05925000,SPX241220C05950000,SPX241220C05975000,SPX241220C06000000,SPX241220C06025000,SPX241220C06050000,SPX241220C06075000,SPX241220C06100000,SPX241220C06125000,SPX241220C06150000,SPX241220C06175000,SPX241220C06200000,SPX241220C06225000,SPX241220C06250000,SPX241220C06275000,SPX241220C06300000,SPX241220C06325000,SPX241220C06350000,SPX241220C06375000,SPX241220C06400000,SPX241220C06425000,SPX241220C06450000,SPX241220C06475000,SPX241220C06500000,SPX241220C06525000,SPX241220C06550000,SPX241220C06575000,SPX241220C06600000,SPX241220C06650000,SPX241220C06700000,SPX241220C06750000,SPX241220C06800000,SPX241220C06850000,SPX241220C06900000,SPX241220C07000000,SPX241220C07100000,SPX241220C07200000,SPX241220C07300000,SPX241220C07400000,SPX241220C07600000,SPX241220C07800000,SPX241220C08000000,SPX241220C08200000,SPX241220C08400000,SPX241220C08600000,SPX241220C08800000,SPX241220C09000000,SPX241220C09200000,SPX241220C09400000,SPX241220C10000000
2024-09-24,,,,,,4723.29,,,,,3545.57,3346.4,,,,,2535.0,,,,,2164.7,,,,,1771.16,,,,,,,,,1263.98,,,,,,,1022.98,1020.1,,,,,900.4,,,,803.66,,747.55,,712.8,689.5,,,623.1,,,,,506.8,,,,,405.78,373.7,357.7,,321.28,298.9,279.39,262.72,241.86,227.8,210.32,193.3,177.33,160.61,143.7,130.4,117.4,104.2,94.62,83.25,73.1,,55.65,48.99,41.94,36.9,30.8,27.4,22.5,19.2,17.0,14.1,11.83,10.2,9.3,8.1,7.0,6.1,5.05,4.6,4.1,3.8,3.25,,2.75,,,,,,,,,0.75,,,,,,,0.14,,0.1,,,,,,
2024-10-02,,,,,,4718.79,,,,,,,,,,,,,,2237.05,,,,,,1852.84,1754.0,,,1637.0,,,,,,,,,,,,,,,,,,,884.49,,,,789.35,,,,,,657.7,,607.18,,,,525.5,495.8,,,434.14,419.51,392.43,372.5,357.6,338.35,318.28,,273.7,254.82,236.86,,204.07,184.99,168.55,155.47,140.6,126.47,113.9,100.5,90.5,71.1,69.26,,50.8,44.3,38.9,31.4,26.29,,19.93,,12.96,,9.0,8.2,7.0,5.8,4.96,,3.54,,,,1.92,,,,1.28,,,,,,,0.47,,,,,,,,,,,,,,,
2024-10-04,,,,,,4725.89,,,,,,,,,,,,,,,,,,,,,1771.72,,,,,1570.85,,,,,,,,,,,,,,,,,,,,,805.52,,,,728.14,,,,610.08,,590.46,,526.5,,492.5,,434.61,,402.83,,360.43,,313.53,,296.2,270.42,254.42,231.63,211.09,199.1,190.15,167.53,158.0,133.5,126.67,,95.34,83.5,73.5,,60.4,47.73,44.0,37.59,31.89,22.6,18.15,,15.87,13.22,10.25,9.6,6.3,,5.48,,3.8,3.03,2.84,2.49,2.26,,1.77,,1.46,,,,0.74,,,,,,,0.25,,,,,,,,,,,
2024-10-16,,,,,,4812.73,,,,,,,,,,,,,,,,,,,,,1877.44,,,,,,,,,,,,,,,,,,,,,,,,,,901.54,,,,793.8,,,,,,,,618.74,,554.38,,502.25,,467.9,,441.8,,382.65,,353.42,,313.86,278.8,273.4,,223.14,218.3,199.2,169.7,166.54,150.13,135.5,121.7,100.1,95.42,85.0,74.71,63.5,57.6,48.4,41.7,35.18,29.88,25.93,,18.38,15.1,12.4,9.63,8.8,7.0,6.15,5.6,,,3.43,,2.67,,2.15,,1.42,,1.1,,0.77,,,,,,,,0.15,,,,,,,,
2024-10-29,,,,,,4844.6,,,,,,,,,,,,,,,,,,,,,1833.22,,,,,,,,1474.64,,,1279.4,,,1167.8,,1124.64,,1087.6,,,,,,,,868.79,,,,,,,,,,,,605.3,,558.81,,500.6,,,,414.31,388.34,374.36,,329.88,311.51,,276.0,257.7,,198.3,199.42,176.3,166.7,149.97,127.5,113.3,100.2,91.18,,65.55,55.76,47.76,41.1,34.95,24.08,23.98,20.0,16.6,13.85,11.61,9.09,7.3,,5.42,4.3,3.69,3.3,2.8,,2.05,,,,1.3,,0.92,,,,,0.48,0.38,0.3,,,,,,,,,,,,,
2024-10-30,,,,,,4821.16,,,,,,,,,,,,,,2344.58,,2245.68,,,,,1849.56,,,,1700.29,,,,,,,1246.6,,,1172.6,,,,1050.5,,,,,,,,868.51,,,,,,,,,,,,,,562.35,,492.82,,448.32,,394.9,,364.38,,341.18,315.7,,276.34,240.79,226.8,,181.9,164.95,157.46,132.48,115.46,101.2,93.8,82.27,81.9,56.65,54.8,42.5,36.4,28.55,27.3,24.8,18.9,14.52,12.11,10.6,8.09,6.8,5.42,5.0,,3.32,2.88,,,2.08,,1.7,,1.22,1.14,,,,,,0.6,,,,0.25,,,,,,,,,,,
2024-10-31,,,,,,4731.8,,,,,,,,,,,,,,,,,,,,,1748.36,,,,,,,,1357.5,,,1157.4,,,1027.3,,,,959.2,,,,,,,,776.04,,,701.54,,,,,583.5,,,,505.23,,469.55,,410.9,,,,324.9,304.3,290.29,270.31,247.9,228.6,212.0,199.6,172.92,155.65,138.64,129.0,113.83,98.49,87.21,81.2,64.91,58.6,49.18,43.0,33.96,27.5,23.53,19.5,15.64,14.0,10.88,9.21,7.3,7.05,4.95,4.4,3.4,3.52,2.75,2.15,1.45,1.7,1.96,,1.25,,,,0.85,,,,0.65,,,0.35,,,,,,,0.1,,,,,,,,
2024-11-07,,,,,,4963.15,,,,3965.71,,,,,,,,,,,,,,2185.93,,,1992.95,,,,,,,,,,,1393.8,,,1300.3,,,,1202.1,,,,,,,,1000.74,,,,898.32,,,,796.99,,,,704.02,,,,607.4,,552.39,,515.95,,,436.98,418.55,391.56,375.79,352.16,339.35,292.32,284.09,246.98,252.2,,196.6,183.15,163.3,152.4,132.74,113.44,101.3,88.77,75.9,65.04,53.0,46.46,39.97,32.72,25.5,21.89,17.94,14.97,11.4,9.59,7.6,6.61,5.2,,3.8,3.3,2.8,,2.25,,1.7,,1.3,,0.85,,0.6,0.45,,0.35,,0.3,,,0.05,,,,,,,,
2024-11-11,,,,,,5006.58,,,,,,3617.56,,,,,,,,,,2426.52,,,,,2026.91,,,,,,,,,1518.8,,1424.3,,,1328.7,,,,1229.8,,,,,,,,1024.13,,987.2,,,,,854.27,828.93,,784.2,,,706.22,682.11,,639.66,,,,,,,,454.98,,395.6,372.55,350.0,,311.59,278.0,259.6,237.39,217.38,199.5,178.45,160.5,144.23,136.3,111.0,97.69,81.2,69.0,59.7,49.5,41.5,33.8,28.0,22.9,18.3,14.35,11.8,9.29,7.0,5.6,4.7,3.85,3.91,,2.29,1.97,2.3,,1.6,1.27,,,0.65,,0.4,0.4,0.35,,,0.2,0.15,0.15,,,,,,0.05,,,
2024-11-21,,,,,,4929.23,,,,3902.0,,,,,2970.42,,,,,,,,2234.88,,,,1962.69,,,,,,,,,1430.9,,1365.3,,,1269.3,1224.6,,,1170.5,,,,,,,,970.87,,,878.35,,,,810.4,778.3,754.03,729.81,,,,632.0,,590.0,,,487.73,484.48,440.31,415.74,,391.0,319.02,,,295.0,261.7,254.5,,211.9,,176.5,126.0,132.23,117.98,98.4,83.62,69.59,59.9,47.2,40.1,29.63,23.1,17.95,13.4,10.5,8.3,6.1,4.18,3.9,2.95,2.22,1.6,1.2,0.85,,0.8,0.65,,0.4,,0.28,,,,0.16,,0.15,,,,0.1,0.05,,,,,,,,,,,
2024-11-25,,,,,,4992.8,,4386.66,,3984.5,,,,,,,,,,,,,,,,,2005.46,,,,,,,,,,,1392.6,,,1313.4,,,,1212.0,,,,,,,,1011.91,,,,,,,,822.65,776.73,,,703.0,673.32,,,636.0,,,,507.3,,456.0,444.14,414.38,,371.0,,318.2,,271.95,,225.1,217.4,175.23,163.56,141.78,131.42,104.4,90.5,74.1,58.8,48.0,34.9,26.53,20.4,15.66,11.62,8.71,6.3,4.6,3.47,2.3,2.07,1.25,1.66,1.1,,,,0.42,,,,0.35,0.35,0.3,,0.2,,0.15,0.05,,,,,,,0.05,,,,,,,,
2024-09-06,,,,,,,4091.16,,,,,,,,,,,,,,,,,,,,1475.67,,,,,,,,1159.0,1086.66,,,,,,,767.33,,723.76,707.32,,,646.98,,596.31,,547.68,,519.56,,466.77,,429.65,,388.2,,347.87,334.91,312.56,,283.87,263.3,243.81,227.0,210.98,232.36,182.87,171.3,157.22,140.53,128.63,127.2,107.3,94.44,83.8,82.24,67.41,59.48,52.67,59.3,39.38,35.1,30.23,26.1,22.7,,16.2,14.1,12.6,10.85,8.8,7.9,7.5,6.3,5.23,4.8,4.5,,3.37,,2.92,,2.25,,,1.79,,,,,,,,,0.88,,0.65,,,,,,0.4,,,0.06,,,0.03,0.02,0.02,,
2024-09-09,,,,,,,4066.42,,,,,,,,,,,,,,,,,,,,1517.97,,,1421.17,,,,,1146.29,1046.8,,,,,,,,795.56,772.91,,,,676.94,,,,582.37,,,,492.91,,456.31,,417.1,,372.36,353.46,349.28,,311.85,284.85,263.8,,242.4,227.89,202.64,189.48,182.09,164.8,142.5,133.81,119.32,112.46,101.5,85.76,79.86,72.6,62.87,,49.37,40.6,34.5,30.0,27.63,,20.6,16.4,14.1,12.65,10.75,9.0,7.99,,6.1,,4.5,4.01,3.5,,2.86,2.62,2.4,,,,,,,,1.35,,1.03,,0.87,,0.76,0.67,,,,,,,,,,,,0.1,,,
2024-12-05,,,,,,,4687.12,,,4081.5,,,,,3089.0,,,,2686.0,,,,,,,,2083.5,,,,,,,,,1602.63,,1488.3,,,1385.9,,,,1285.3,,,,,,,1122.85,1087.23,,,,,,,,,,,,797.22,,,,697.92,,650.5,,595.95,,,,489.8,,,,403.0,,347.08,,296.88,,257.9,,196.0,180.57,148.43,129.81,105.24,93.24,67.6,53.4,38.0,32.7,18.35,12.0,8.1,5.35,3.4,2.8,1.05,0.8,0.85,,0.5,,0.4,,0.25,,,,0.25,,,,0.15,,0.15,0.1,0.05,,,,,,,,,,,,,,
2024-12-06,,,,,,,4685.63,,,,,,,,,,,2787.0,2686.5,,2547.1,,2390.0,,,,2094.02,,,2001.85,,,1802.25,,,,,1495.4,,,1405.0,,,,1307.1,,,,1193.18,,,1132.9,1096.82,,1050.96,,996.0,,,,895.5,,,,802.84,,753.0,,708.51,,657.2,,593.37,,,522.0,499.5,,447.92,,402.2,,346.74,328.06,299.95,288.4,262.65,222.6,199.74,190.0,157.5,130.1,112.17,89.5,75.74,55.42,40.35,28.3,19.68,12.24,7.75,4.39,2.6,1.65,1.16,1.23,0.55,,,,0.3,0.27,0.25,,,,0.2,,0.15,,,,,0.1,,,,,0.05,,,,,,,,,,
2024-07-29,,,,,,,,3885.63,,,,,,,,,,,,,,,,,,,1546.4,,,,,,1271.12,,,,,,,,,,,,,,,,,,,,630.23,,,,,,,,464.2,,421.02,,382.32,,,326.18,302.84,,,251.5,235.66,221.9,207.0,187.0,181.26,164.8,153.6,,132.21,,109.32,93.1,91.9,,74.26,62.9,59.57,57.4,51.8,,38.8,,31.2,,23.71,,,,14.0,,,,9.8,,,,5.5,,,,,,,,2.55,,,,,,,,,,,,,0.25,,,,,,,,,
2024-08-14,,,,,,,,3834.57,,3448.08,,3066.79,,,,2398.8,,,,,,1886.59,,,,,1522.65,,,,,,,,,1034.78,,,,,,,,,,,,,,,,,591.55,,530.61,,486.98,,,,423.15,,368.97,,341.18,314.78,296.54,274.38,268.34,245.94,235.13,214.2,206.99,182.5,172.35,,147.73,,116.38,108.45,100.6,83.8,81.4,69.93,64.59,56.74,48.1,43.4,40.64,32.6,27.83,,22.15,,16.2,,12.37,,,,7.4,,,,4.65,,,,3.1,,,,2.1,,,,1.6,,,,1.07,,0.8,,,,,,,,,,,,,,,,
2024-07-12,,,,,,,,,3870.23,3675.08,,,,,,,,,,,,,,,,,1698.45,,,,,,1410.6,,,1253.0,1174.0,,,,,,,,,,,,,,,803.05,755.85,,,,,,655.29,,603.25,,550.07,500.63,516.3,460.98,489.1,420.85,431.4,,408.4,,367.29,,329.4,294.5,291.54,273.35,252.1,226.2,216.26,210.1,183.3,173.38,151.2,141.5,129.2,121.7,111.5,111.6,91.74,,73.28,,69.9,,49.0,,,,31.3,,,,20.92,,,,12.3,,,,8.12,,,,5.7,,3.4,,,,2.0,1.5,,1.05,,0.75,,,,,,,,0.15,0.1,,
2024-07-11,,,,,,,,,,3619.2,,,,,,,,,2302.13,2205.0,,,,,,1787.7,,,,,,,,,1335.76,1188.75,,,,,1032.39,,,,961.63,,,,,,773.85,750.27,734.26,,703.81,661.77,,,,,562.0,,520.79,518.24,517.5,,439.6,419.66,399.04,,357.05,340.28,322.2,304.48,287.04,271.69,250.6,238.22,220.9,,191.4,177.3,160.43,148.6,138.1,128.6,118.6,108.9,98.23,88.1,80.6,,66.75,,53.0,,44.48,,,,28.3,,,,17.4,,,,10.8,,,,6.7,,,,5.2,,3.2,,2.25,,1.88,1.25,,0.85,,,,,,,,,,,,,
2024-07-15,,,,,,,,,,3660.42,,,,,2686.35,,,,,,,,,,,,1727.8,,,,,,1437.37,,,,,,,,,,,,966.51,,,,,,,801.85,775.38,,,,,,,,,,578.1,,517.7,,473.01,,440.84,,,,357.1,,,,273.06,286.47,,236.5,211.54,198.0,190.18,179.2,165.54,153.9,142.2,125.2,114.15,107.13,95.58,,79.21,,65.16,,55.5,,,,34.8,,,,24.3,,,,13.7,,,,8.9,,,,5.5,,3.8,,2.6,,,1.5,,0.95,,,,,,,,,,,0.05,,
2024-07-16,,,,,,,,,,3688.5,,,,,2714.33,,,,,,,,,,,,1731.55,,,,,,,,,,,,,1117.2,,,,,,,929.6,901.71,,,,,802.3,,755.38,,,688.58,668.3,,618.95,,,550.22,533.56,,491.39,467.16,454.72,422.5,408.2,388.06,368.86,350.44,325.43,,303.12,277.53,270.92,242.33,241.93,222.89,208.7,193.8,177.9,168.0,152.19,140.5,124.31,119.12,103.59,,91.14,,71.23,,63.3,,,,41.5,,,,24.36,,,,16.8,,,,10.65,,,,6.75,,3.82,,3.0,,,1.47,,,,,,,,,,,,,,,
2024-08-06,,,,,,,,,,3271.62,,,,,2298.72,,,,,,,1742.87,,,,,1370.38,,,,,,1113.0,,,868.98,,814.31,,772.33,730.49,,687.73,,626.3,620.41,618.93,587.32,553.78,534.6,,513.9,491.59,,444.8,,414.2,380.49,371.23,,356.73,,307.12,294.2,261.7,259.1,220.6,235.6,217.5,199.5,172.06,158.2,150.76,152.2,133.85,,112.1,106.82,92.3,82.96,77.9,69.4,64.2,56.2,43.82,45.16,40.16,35.1,33.0,25.38,22.4,,19.4,,12.65,,11.3,,,,7.1,,,,4.7,,,,3.7,,,,2.5,,,,1.95,,,,,,1.75,,,0.8,,,,,,,,,,,0.2,,
2024-08-07,,,,,,,,,,3323.55,,,,,,,,,,,,,,,,,1319.64,,,,,,,,,,,765.07,,722.43,680.47,686.54,,,,,636.96,,,,489.01,507.93,450.75,476.4,413.07,430.8,394.71,373.5,,,305.6,318.1,272.0,293.57,242.34,228.74,213.38,222.0,189.8,177.5,181.6,,136.98,139.9,109.06,104.14,93.96,,96.09,69.62,66.42,70.54,56.46,56.1,42.33,43.7,37.45,33.0,24.7,28.4,20.4,,15.4,,,,9.7,,,,6.0,,,,4.65,,,,3.39,,,,2.2,,,,1.75,,,,,,1.15,0.85,,0.8,,,,,,,,,,,,,
2024-09-25,,,,,,,,,,3743.0,,,,,2760.2,,,,,,,,,,,,1763.5,,,,,,,,,1290.39,,1193.46,,,1097.7,,,,,,,,897.3,,,,796.34,,758.21,,,,,,,,,547.4,534.47,,475.81,,436.11,,394.24,,355.98,,314.25,298.3,276.44,260.9,239.27,231.19,205.2,188.9,172.1,158.57,142.2,123.57,,101.02,91.11,,70.5,,53.09,46.08,39.0,,28.9,,21.8,,15.2,14.35,11.2,9.3,,,6.15,5.6,4.45,,3.4,,2.7,,,,1.85,,,,,,,0.7,,,,,0.3,,,,,,,,,,
2024-09-27,,,,,,,,,,3774.8,,,,,,,,,,,,,,,,,1781.6,,,,,,,,,,,1210.59,,,,,,,1008.47,,,,,,,,815.0,,770.76,,720.0,,,,631.66,,588.8,,560.0,,501.0,475.99,454.56,,415.5,,375.12,365.29,329.48,,295.88,273.19,262.16,245.61,219.56,202.64,188.4,170.7,155.0,141.3,127.45,,102.7,91.2,80.85,,63.2,58.03,46.41,38.8,34.4,,25.37,22.3,18.37,15.35,13.46,12.02,9.7,8.1,7.82,6.3,5.45,,,,3.18,,,,2.12,,1.6,,,,,0.67,,,,,,,0.15,0.15,,,0.05,,,,
2024-09-30,,,,,,,,,,3743.43,,,,,2756.43,,,,,,,,,,,,1796.1,,,,,,,,,,,,,,1092.39,,,,1003.23,,,,,,,,806.86,,,,722.7,,668.82,646.02,,,,,533.2,515.45,472.5,,446.29,,405.62,,361.77,,324.3,291.24,291.64,,233.82,215.51,226.2,209.09,192.16,150.0,160.4,131.5,129.11,117.47,104.74,81.7,82.2,,62.76,50.0,47.3,32.5,34.53,24.65,24.1,19.98,18.89,14.17,12.9,11.2,9.4,7.15,5.77,,4.85,,,,2.88,,2.2,,1.85,,,,,,,,,,,,,,,0.15,0.12,,,,,,
2024-10-01,,,,,,,,,,3725.02,,3326.14,,,2733.9,,,,,,,2141.3,,1948.0,,,,,,,,,,,,,,,,,,,1033.9,,976.5,,937.7,,860.0,,834.65,,,,734.76,,,,657.0,,588.9,,572.46,554.3,523.53,,480.86,,443.13,,403.46,,351.87,,325.9,284.19,274.24,257.99,239.94,216.65,204.0,186.33,179.7,160.4,141.04,130.2,113.02,94.37,89.88,83.4,68.66,,52.45,44.56,37.7,,27.9,22.7,19.6,15.31,13.5,11.42,9.7,8.1,6.49,5.75,,,3.65,,2.72,,2.2,,,,1.4,,,,0.7,,,0.5,,,,0.3,,,,,,,,,0.15,,
2024-10-08,,,,,,,,,,3759.08,,,,,2771.58,,,,,,,,,,,,1791.46,,,,,,,,1399.6,1288.8,,,,,1094.39,,,,997.43,,,,906.2,,,,823.91,,,,718.0,,,,,,590.45,,538.0,,500.6,,448.02,,404.99,,379.8,,,,293.37,258.31,256.0,239.46,221.82,208.5,191.5,168.19,157.0,133.2,126.4,113.5,100.95,84.0,79.76,,60.7,52.49,45.23,,31.04,,22.8,15.44,15.67,13.18,10.55,9.3,7.6,6.4,5.23,4.27,3.8,3.2,2.75,,2.21,,,,1.46,,1.01,,,,,0.5,,,,,,,,,,,,,,,
2024-10-09,,,,,,,,,,3804.86,,,,,,,,,,2300.0,,,,,,,1818.67,,,,,,,,1432.44,,1283.93,,,,,,,,,,,,,,,,861.74,,806.65,,,,,,,,621.99,,,,,504.23,458.9,,444.8,,404.2,,364.6,331.98,328.02,296.72,280.91,261.84,249.5,222.93,205.56,192.27,175.65,161.39,144.94,132.72,120.5,103.21,91.25,,73.18,63.68,52.7,47.39,38.84,34.5,27.9,23.04,20.0,16.92,14.87,10.2,10.5,8.7,7.5,6.48,5.5,,3.8,,3.23,,,,2.0,,,,,,,0.65,,0.42,,,,,,,,,,,,,
2024-11-18,,,,,,,,,,3899.0,,,,,,,,,,,,,,,,,1903.64,,1860.62,,,,,,,1411.85,,1318.0,,,1215.2,,,,1115.8,,,,1025.5,,,,918.55,,854.92,,796.24,,,,729.04,,670.0,,626.39,,,529.04,527.93,,487.48,,425.0,,393.69,,329.9,,,,243.76,230.17,209.27,188.1,169.9,147.79,128.3,113.6,99.27,82.44,69.7,55.83,48.0,36.9,30.47,24.2,18.57,13.9,10.5,7.8,5.9,4.64,3.2,2.35,1.75,1.46,1.0,0.97,0.68,,0.62,,0.35,0.41,,,0.35,,,,,,,,,0.1,,,,0.1,0.1,,,,0.05,,,,
2024-08-23,,,,,,,,,,,,3251.24,,,,,,,,,,2082.75,,,,,1690.25,,,,,,,,,,,1113.09,,,,,,,,,,,827.23,,,,748.9,726.2,,,619.51,,,,557.51,,510.74,,448.44,,407.56,,389.24,,350.0,,298.15,,269.66,,222.78,217.4,211.0,185.0,179.6,156.1,150.88,136.9,124.72,114.18,102.01,83.9,82.85,73.98,64.96,,51.2,47.39,35.0,,30.4,,21.1,,17.5,,13.1,,9.2,,,,6.4,,,,,,,,3.0,,,,,,,,,0.8,,0.7,0.5,0.4,0.35,,0.25,,,0.1,,,
2024-09-11,,,,,,,,,,,,3145.58,,,,,,,,,,,,,,,1583.95,,,,,,,,,1120.91,,932.56,,,,,,,820.6,,,,728.3,,,679.46,639.21,,,,490.42,,,433.0,,419.08,,354.5,393.96,,353.7,285.5,315.96,268.5,279.1,197.33,231.83,189.6,214.31,164.02,190.0,171.28,115.9,127.75,131.5,119.1,104.95,82.7,84.9,66.22,44.6,51.2,43.7,42.0,37.08,,28.35,,20.4,17.0,14.0,,11.1,7.95,8.4,6.6,,,,,2.6,2.32,,,,,1.48,,,,,,,,,,0.7,,,,,,,0.23,,,,,,0.1,0.1,,
2024-09-13,,,,,,,,,,,,3241.72,,,,,,,,2165.0,,2061.95,,,,,1682.85,,,,,,,,,,,,,,,,,,906.99,,,846.48,,,,,728.12,,,653.67,632.0,,,570.66,543.07,,493.0,,455.61,435.71,416.09,,375.28,355.02,,313.53,297.25,284.79,,248.01,226.5,216.07,194.58,182.77,167.03,146.3,136.4,121.92,109.7,103.6,88.7,82.09,69.0,64.58,53.36,,40.5,37.25,31.0,26.85,22.75,,16.66,14.5,12.0,10.55,9.36,,6.7,6.05,,,4.16,3.85,3.38,,2.71,,,,1.9,,,,,,0.82,0.62,,,,,,0.25,0.2,0.15,,,,,,,
